postcode,latitude,longitude
L159,53.390436,-2.915131
L16,53.407606,-2.987285
L160,53.389972,-2.883634
L161,53.403792,-2.889065
L162,53.400717,-2.869614
L163,53.406567,-2.879706
L164,53.399761,-2.895554
L165,53.399019,-2.885386
L166,53.404568,-2.898317
L167,53.392448,-2.899881
L168,53.390028,-2.898973
L169,53.392914,-2.892883
L17,53.395646,-2.976752
L170,53.370411,-2.929867
L171,53.389046,-2.935461
L172,53.389757,-2.936559
L173,53.391292,-2.940232
L174,53.382000,-2.943000
L175,53.372983,-2.937486
L176,53.368287,-2.927927
L177,53.374466,-2.954802
L178,53.381044,-2.948320
L179,53.378268,-2.949295
L18,53.403951,-2.987787
L180,53.390155,-2.907141
L181,53.385052,-2.918474
L182,53.386985,-2.909028
L183,53.387582,-2.888216
L184,53.376062,-2.916326
L185,53.380716,-2.913147
L186,53.385453,-2.904981
L187,53.375090,-2.909361
L188,53.379681,-2.913277
L189,53.365219,-2.899052
L19,53.401425,-2.973723
L190,53.358953,-2.910820
L191,53.360910,-2.905317
L192,53.354277,-2.900519
L193,53.366808,-2.922770
L194,53.361074,-2.888280
L195,53.360002,-2.887342
L196,53.357734,-2.898534
L197,53.362092,-2.902367
L198,53.349498,-2.897744
L199,53.363790,-2.904987
L20,53.406679,-2.991536
L200,53.462498,-2.977668
L201,53.434230,-3.000230
L202,53.442029,-2.987726
L203,53.469230,-2.969086
L204,53.452000,-3.000000
L205,53.455158,-2.991295
L206,53.465139,-2.990910
L207,53.447255,-2.994770
L208,53.445000,-2.997000
L209,53.448622,-2.981747
L21,53.404888,-2.988531
L210,53.484128,-3.000138
L211,53.467576,-3.010158
L212,53.468242,-3.006890
L213,53.465931,-3.006971
L214,53.463000,-3.008000
L215,53.472456,-2.989785
L216,53.466343,-3.002898
L217,53.476678,-2.989054
L218,53.470000,-2.993000
L219,53.471199,-3.000452
L22,53.407933,-2.989986
L220,53.474198,-3.022168
L221,53.472020,-3.025601
L222,53.483712,-3.033162
L223,53.473420,-3.020633
L224,53.478658,-3.024043
L225,53.472510,-3.023912
L226,53.481298,-3.038031
L227,53.479589,-3.032821
L228,53.476890,-3.035106
L229,53.476714,-3.030611
L23,53.407447,-2.991148
L230,53.482215,-3.014846
L231,53.500374,-3.004033
L232,53.494930,-3.018451
L233,53.486984,-3.037341
L234,53.500000,-3.006000
L235,53.488199,-3.029835
L236,53.487496,-3.041074
L237,53.489628,-3.033019
L238,53.499684,-3.047797
L239,53.475512,-3.027269
L24,53.407011,-2.989483
L240,53.345285,-2.844226
L241,53.339220,-2.848942
L242,53.340894,-2.838793
L243,53.345186,-2.856932
L244,53.340710,-2.841848
L245,53.337146,-2.835880
L246,53.343660,-2.820822
L247,53.343358,-2.828146
L248,53.344232,-2.874518
L249,53.357724,-2.872104
L25,53.407295,-2.988828
L250,53.363562,-2.856534
L251,53.395472,-2.866544
L252,53.384090,-2.859577
L253,53.383006,-2.856413
L254,53.383172,-2.866941
L255,53.381422,-2.857915
L256,53.377295,-2.870670
L257,53.374613,-2.865849
L258,53.373000,-2.864000
L259,53.364809,-2.848084
L26,53.405534,-2.987658
L260,53.362840,-2.832852
L261,53.361107,-2.845335
L262,53.366992,-2.819948
L263,53.362994,-2.810555
L264,53.380675,-2.828976
L265,53.376210,-2.838870
L266,53.370157,-2.822414
L267,53.374962,-2.842273
L268,53.375508,-2.841442
L269,53.362075,-2.826541
L27,53.405804,-2.990778
L270,53.390892,-2.843488
L271,53.393912,-2.852196
L272,53.397610,-2.843091
L273,53.386840,-2.844582
L274,53.381972,-2.830955
L275,53.382329,-2.828812
L276,53.386641,-2.836910
L277,53.386996,-2.840105
L278,53.391125,-2.834663
L28,53.407502,-2.993255
L280,53.435995,-2.875030
L281,53.435010,-2.867303
L283,53.431000,-2.864000
L284,53.440109,-2.867979
L285,53.437137,-2.860121
L286,53.433000,-2.861000
L287,53.431775,-2.864498
L288,53.435998,-2.878252
L29,53.406063,-2.988929
L291,53.493305,-2.986155
L293,53.517032,-2.999541
L295,53.511240,-3.011619
L296,53.506986,-2.986171
L297,53.509137,-2.986900
L298,53.514091,-2.994314
L299,53.501000,-2.974000
L30,53.421964,-2.998754
L300,53.491776,-2.984070
L301,53.475300,-2.961886
L302,53.481824,-2.984367
L303,53.484078,-2.975769
L304,53.471869,-2.973876
L305,53.488461,-2.973788
L306,53.484000,-2.964000
L307,53.494009,-2.968158
L308,53.491186,-2.952584
L309,53.470005,-2.985193
L31,53.406182,-2.994176
L310,53.515873,-2.943004
L311,53.501258,-2.916537
L312,53.513100,-2.943696
L313,53.507330,-2.934310
L314,53.523000,-2.964000
L315,53.500929,-2.944888
L316,53.511518,-2.927571
L317,53.506232,-2.947072
L318,53.509566,-2.949453
L319,53.520561,-2.933198
L32,53.410247,-2.986263
L320,53.484096,-2.904880
L321,53.489980,-2.886210
L322,53.481326,-2.885939
L323,53.467622,-2.882897
L324,53.477716,-2.904563
L325,53.478861,-2.896963
L326,53.471228,-2.881750
L327,53.467142,-2.883369
L328,53.481326,-2.885939
L329,53.477058,-2.890476
L33,53.411815,-2.981530
L330,53.482155,-2.881978
L331,53.498712,-2.895377
L332,53.491893,-2.891194
L333,53.468835,-2.844417
L334,53.499000,-2.886000
L335,53.480140,-2.874869
L336,53.488359,-2.876862
L337,53.475030,-2.865679
L338,53.487428,-2.879977
L339,53.488498,-2.870068
L34,53.391125,-2.987610
L340,53.454000,-2.852000
L341,53.423408,-2.827414
L342,53.433446,-2.776960
L343,53.428830,-2.806178
L344,53.428716,-2.801855
L345,53.427341,-2.801932
L346,53.429367,-2.805135
L347,53.441516,-2.862377
L348,53.465298,-2.846440
L349,53.461892,-2.874206
L35,53.408723,-2.971500
L350,53.409656,-2.758398
L351,53.385101,-2.812584
L352,53.423728,-2.790913
L353,53.414241,-2.807602
L354,53.418146,-2.766073
L355,53.420580,-2.800605
L356,53.406314,-2.755210
L357,53.426800,-2.789751
L358,53.423185,-2.773642
L359,53.420267,-2.779954
L36,53.411285,-2.991312
L360,53.402641,-2.834366
L361,53.416950,-2.821616
L362,53.416841,-2.847434
L363,53.421645,-2.856964
L364,53.409645,-2.864455
L365,53.409398,-2.841352
L366,53.410600,-2.822291
L367,53.414340,-2.835017
L368,53.427699,-2.846265
L369,53.412813,-2.841170
L37,53.412457,-2.998260
L370,53.572390,-3.036729
L371,53.568645,-3.071140
L372,53.556000,-3.063000
L373,53.557738,-3.065505
L374,53.551918,-3.048740
L375,53.552654,-3.027791
L376,53.549732,-3.062210
L377,53.568410,-3.051111
L378,53.555536,-3.057404
L379,53.548816,-2.989785
L38,53.411886,-2.974973
L380,53.525103,-3.060100
L381,53.527811,-3.032078
L383,53.524000,-3.041000
L384,53.536000,-3.053000
L385,53.528000,-3.035000
L386,53.522792,-3.025213
L387,53.532163,-3.064757
L388,53.534000,-3.076000
L389,53.517114,-3.055843
L39,53.410914,-2.994734
L390,53.542106,-2.840050
L391,53.574711,-2.892905
L392,53.567615,-2.874016
L393,53.580275,-2.901829
L394,53.565737,-2.886178
L395,53.571163,-2.879393
L396,53.541827,-2.902806
L397,53.559000,-2.913000
L398,53.575000,-2.939000
L399,53.571163,-2.879393
L40,53.430647,-2.967049
L400,53.607113,-2.866293
L401,53.634439,-2.813603
L402,53.629159,-2.791424
L403,53.615730,-2.775058
L404,53.594916,-2.804412
L405,53.597364,-2.834211
L406,53.562000,-2.840000
L407,53.589553,-2.857005
L408,53.590000,-2.865000
L409,53.612881,-2.916082
L41,53.433929,-2.981212
L42,53.431828,-2.943053
L43,53.439286,-2.971310
L44,53.434220,-2.972022
L45,53.444161,-2.969900
L46,53.447491,-2.963636
L47,53.433735,-2.941710
L48,53.437214,-2.939379
L49,53.441692,-2.935879
L50,53.430279,-2.969132
L51,53.429486,-2.960701
L52,53.422209,-2.987624
L53,53.423094,-2.975018
L54,53.420474,-2.968954
L55,53.420578,-2.981476
L56,53.425473,-2.957616
L57,53.431736,-2.984704
L58,53.421271,-2.989572
L59,53.429860,-2.992602
L60,53.426184,-2.948542
L61,53.414268,-2.960960
L62,53.415670,-2.959442
L63,53.412812,-2.944769
L64,53.422883,-2.944224
L65,53.425643,-2.949975
L66,53.416827,-2.947536
L67,53.420237,-2.947040
L671,53.450469,-2.943225
L68,53.414873,-2.938676
L680,53.473054,-2.960691
L69,53.412346,-2.953620
L691,53.380314,-2.976431
L692,53.380314,-2.976431
L693,53.380314,-2.976431
L694,53.380314,-2.976431
L695,53.380332,-2.976431
L697,53.380314,-2.976431
L698,53.380314,-2.976431
L699,53.447734,-2.990113
L70,53.410070,-2.945956
L701,53.347654,-2.878432
L702,53.473000,-2.858000
L708,53.380314,-2.976431
L709,53.380314,-2.976431
L71,53.405430,-2.954182
L712,53.472105,-2.973535
L72,53.411090,-2.948717
L720,53.473054,-2.960691
L721,53.473054,-2.960691
L728,53.486413,-3.015896
L73,53.405192,-2.960123
L74,53.397373,-2.941930
L744,53.392998,-2.988285
L75,53.407028,-2.947499
L751,53.473405,-2.968397
L752,53.452676,-2.991493
L76,53.399256,-2.945882
L77,53.401043,-2.961925
L78,53.409505,-2.964809
L79,53.410141,-2.935728
L80,53.391659,-2.952886
L804,53.469207,-2.969086
L81,53.393940,-2.965479
L82,53.394745,-2.954940
L83,53.386787,-2.959634
L84,53.384607,-2.959028
L85,53.390705,-2.977451
L86,53.386004,-2.972877
L87,53.397770,-2.951880
L88,53.390407,-2.966617
L89,53.382810,-2.962491
L90,53.465537,-2.954089
L91,53.451840,-2.969548
L92,53.456002,-2.958408
L93,53.456707,-2.962385
L94,53.469432,-2.956089
L95,53.473235,-2.955994
L96,53.450632,-2.938531
L97,53.455389,-2.943997
L98,53.462086,-2.969796
L99,53.462958,-2.946138
LA105,54.276115,-2.378071
LA11,54.049902,-2.804026
LA116,54.199923,-2.953211
LA117,54.182018,-2.978158
LA119,54.193182,-2.910493
LA12,54.063571,-2.810756
LA120,54.173028,-3.153065
LA122,54.194841,-3.094415
LA127,54.196180,-3.095385
LA128,54.253522,-2.987341
LA129,54.178828,-3.102832
LA13,54.055518,-2.787776
LA130,54.142038,-3.155801
LA139,54.130408,-3.208766
LA14,54.039268,-2.798708
LA141,54.112810,-3.226549
LA142,54.123490,-3.241336
LA143,54.120473,-3.253099
LA144,54.140176,-3.216122
LA145,54.124819,-3.216621
LA149,54.117688,-3.224104
LA15,54.048766,-2.809734
LA158,54.159225,-3.180554
LA167,54.188246,-3.205181
LA177,54.256837,-3.171997
LA184,54.209258,-3.268399
LA185,54.215583,-3.273807
LA189,54.209258,-3.268399
LA19,54.047291,-2.797747
LA195,54.281774,-3.378179
LA20,54.024333,-2.806267
LA206,54.303862,-3.197568
LA218,54.366677,-3.051139
LA220,54.430431,-2.963026
LA229,54.432725,-2.962679
LA231,54.379111,-2.905151
LA232,54.369891,-2.907491
LA233,54.358055,-2.923969
LA239,54.378363,-2.905504
LA26,54.087638,-2.800325
LA27,54.119487,-2.508736
LA28,54.109952,-2.355862
LA29,53.995202,-2.628882
LA31,54.058390,-2.881586
LA32,54.034843,-2.900754
LA33,54.057000,-2.835000
LA44,54.068386,-2.866471
LA45,54.074657,-2.861864
LA46,54.071190,-2.833445
LA49,54.072000,-2.867000
LA50,54.168235,-2.822405
LA55,54.129864,-2.770027
LA58,54.098135,-2.773155
LA59,54.172558,-2.760893
LA61,54.181107,-2.721335
LA62,54.200599,-2.602260
LA63,54.141846,-2.457501
LA77,54.242181,-2.774312
LA80,54.349636,-2.657499
LA88,54.321933,-2.869610
LA89,54.393504,-2.718943
LA94,54.332040,-2.752671
LA95,54.321193,-2.749675
LA96,54.330878,-2.731182
LA97,54.310601,-2.729916
LA99,54.327019,-2.746367
LD15,52.267000,-3.300000
LD16,52.276000,-3.340000
LD19,52.241664,-3.378457
LD23,52.112066,-3.369257
LD29,52.241666,-3.378464
LD30,51.994609,-3.232019
LD33,51.941196,-3.411715
LD37,51.941952,-3.366091
LD38,51.962000,-3.626000
LD39,51.954356,-3.404744
LD44,52.116647,-3.555147
LD54,52.135189,-3.627067
LD65,52.299289,-3.513304
LD71,52.343998,-3.057540
LD79,52.241656,-3.378457
LD82,52.267275,-2.924682
LE100,52.542806,-1.394461
LE101,52.552288,-1.357606
LE102,52.524884,-1.370534
LE103,52.524920,-1.382281
LE109,52.539812,-1.373196
LE11,52.632302,-1.124851
LE111,52.775567,-1.201713
LE112,52.751272,-1.218795
LE113,52.755102,-1.224224
LE114,52.773268,-1.242104
LE115,52.780752,-1.239898
LE119,52.762819,-1.298377
LE12,52.638656,-1.127070
LE125,52.798889,-1.278012
LE126,52.833809,-1.172725
LE127,52.732696,-1.096726
LE128,52.756873,-1.144577
LE129,52.741164,-1.303095
LE13,52.641172,-1.136963
LE130,52.770338,-0.892213
LE131,52.774505,-0.891766
LE139,52.769494,-0.893272
LE14,52.638068,-1.136581
LE142,52.720011,-0.852358
LE143,52.765507,-0.961312
LE144,52.801231,-0.811730
LE15,52.635469,-1.132731
LE150,52.668246,-0.724806
LE156,52.666981,-0.720096
LE157,52.689400,-0.765603
LE158,52.667886,-0.590614
LE159,52.611091,-0.714534
LE16,52.632924,-1.130092
LE160,52.483684,-0.905523
LE167,52.503447,-0.966674
LE168,52.503662,-0.758866
LE169,52.478841,-0.937301
LE17,52.627212,-1.122346
LE174,52.451566,-1.214984
LE175,52.502183,-1.117926
LE176,52.511461,-1.082835
LE179,52.468739,-1.197823
LE18,52.612930,-1.194904
LE181,52.593141,-1.100986
LE182,52.571935,-1.108325
LE183,52.579044,-1.097422
LE184,52.577948,-1.126237
LE189,52.584269,-1.108326
LE19,52.633403,-1.132801
LE190,52.583312,-1.209061
LE191,52.598530,-1.192724
LE192,52.570171,-1.209372
LE193,52.578463,-1.217929
LE194,52.586699,-1.219569
LE199,52.606176,-1.190560
LE20,52.631896,-1.120065
LE21,52.616777,-1.120309
LE213,52.632105,-1.124996
LE214,52.632105,-1.124996
LE219,52.612912,-1.194911
LE22,52.618458,-1.107114
LE23,52.615721,-1.112340
LE24,52.595047,-1.058267
LE25,52.592360,-1.070798
LE26,52.598620,-1.139025
LE27,52.623532,-1.139201
LE28,52.600747,-1.161190
LE29,52.589859,-1.159685
LE30,52.631881,-1.169061
LE31,52.624544,-1.183116
LE32,52.608361,-1.175103
LE33,52.625139,-1.199163
LE34,52.606176,-1.190560
LE35,52.641000,-1.143000
LE36,52.634808,-1.167144
LE37,52.612912,-1.194911
LE38,52.655710,-1.188005
LE39,52.649906,-1.175460
LE40,52.656803,-1.144032
LE41,52.662844,-1.168001
LE419,52.612930,-1.194904
LE42,52.667234,-1.145529
LE43,52.683472,-1.127461
LE44,52.679405,-1.123238
LE45,52.646342,-1.127224
LE46,52.648176,-1.118674
LE47,52.661194,-1.107767
LE48,52.679442,-1.098298
LE49,52.652378,-1.094125
LE50,52.643721,-1.107191
LE51,52.662422,-1.064140
LE52,52.637701,-1.070237
LE53,52.636866,-1.125705
LE54,52.635187,-1.100967
LE55,52.632306,-1.102651
LE557,52.632798,-1.125337
LE56,52.620487,-1.076274
LE59,52.612912,-1.194911
LE60,52.653683,-1.247351
LE651,52.738100,-1.464600
LE652,52.750790,-1.478134
LE659,52.746852,-1.471529
LE670,52.725759,-1.375273
LE671,52.662259,-1.310899
LE672,52.713275,-1.375436
LE673,52.728197,-1.385633
LE674,52.716395,-1.347264
LE675,52.740153,-1.350168
LE676,52.696634,-1.396227
LE678,52.745214,-1.424931
LE679,52.683843,-1.273223
LE71,52.697900,-1.090253
LE72,52.697524,-1.069410
LE73,52.715175,-1.050708
LE74,52.719068,-1.039594
LE77,52.700654,-1.147570
LE79,52.627419,-1.000928
LE80,52.536993,-0.997231
LE84,52.578986,-1.164246
LE85,52.523077,-1.094280
LE86,52.572186,-1.179146
LE872,52.557856,-1.183012
LE874,52.636491,-1.131203
LE88,52.531801,-1.045822
LE89,52.574142,-1.005046
LE90,52.574438,-1.317324
LE91,52.528402,-1.180684
LE92,52.630388,-1.221939
LE93,52.574412,-1.232315
LE94,52.545212,-1.288119
LE940,52.483684,-0.905523
LE952,52.606175,-1.190560
LE96,52.521000,-1.222000
LE97,52.573266,-1.327700
LE98,52.568302,-1.345068
LE99,52.629512,-1.346105
LL110,53.048892,-3.000085
LL111,53.045065,-2.994343
LL112,53.065353,-2.991228
LL113,53.047680,-3.069125
LL114,53.069164,-3.020061
LL115,53.115663,-3.076563
LL116,53.073739,-3.036753
LL120,53.096800,-3.001793
LL127,53.064203,-2.971623
LL128,53.091144,-2.960582
LL129,53.120700,-3.040946
LL130,52.948560,-2.872169
LL137,53.048972,-3.014109
LL138,53.038675,-2.966917
LL139,53.039896,-2.915981
LL141,53.014189,-3.055582
LL142,53.005776,-3.049266
LL143,52.981452,-3.070229
LL144,53.029756,-3.023977
LL145,52.935071,-3.038291
LL146,52.987810,-3.038552
LL151,53.118193,-3.258532
LL152,53.132540,-3.331236
LL159,53.115066,-3.310899
LL163,53.184481,-3.418566
LL164,53.158628,-3.413945
LL165,53.172229,-3.466742
LL169,53.183157,-3.418658
LL170,53.261745,-3.455246
LL181,53.317172,-3.500501
LL182,53.308521,-3.475448
LL183,53.323492,-3.482420
LL184,53.324882,-3.461568
LL185,53.268280,-3.513753
LL186,53.300056,-3.414336
LL189,53.319081,-3.484354
LL190,53.319091,-3.484356
LL197,53.336503,-3.423893
LL198,53.329081,-3.407714
LL199,53.336835,-3.360855
LL207,52.961516,-3.085771
LL208,52.972589,-3.175117
LL209,52.968945,-3.172307
LL210,52.924179,-3.437337
LL211,52.981483,-3.373999
LL219,53.026204,-3.558806
LL227,53.286846,-3.586177
LL228,53.189690,-3.684593
LL229,53.301865,-3.538351
LL237,52.914827,-3.520670
LL240,53.046527,-3.796247
LL250,53.060092,-3.873173
LL260,53.139420,-3.798148
LL269,53.139117,-3.799181
LL270,53.143244,-3.824578
LL284,53.301763,-3.742428
LL285,53.236109,-3.774822
LL290,53.297728,-3.729403
LL296,53.274228,-3.736193
LL297,53.297013,-3.732210
LL298,53.296190,-3.728201
LL299,53.289563,-3.684320
LL301,53.320207,-3.823278
LL302,53.322053,-3.829482
LL303,53.316731,-3.759011
LL309,53.313670,-3.825716
LL319,53.287977,-3.812678
LL328,53.230433,-3.865665
LL330,53.252780,-3.975109
LL346,53.270399,-3.923583
LL350,52.545165,-4.046844
LL360,52.589288,-4.103111
LL366,52.588301,-4.081075
LL369,52.587158,-4.083242
LL372,52.666546,-4.084636
LL382,52.698293,-4.044398
LL391,52.709962,-4.014492
LL401,52.725690,-3.950946
LL402,52.753094,-3.961251
LL409,52.741966,-3.884709
LL413,52.980765,-3.968545
LL414,52.896791,-3.916402
LL419,52.994320,-3.934701
LL421,52.723295,-4.056422
LL432,52.776035,-4.093543
LL442,52.792438,-4.096496
LL452,52.820043,-4.102886
LL462,52.860345,-4.111787
LL476,52.893721,-4.071367
LL486,52.956134,-4.065298
LL490,52.930569,-4.140084
LL499,52.916914,-4.151012
LL519,52.967201,-4.216502
LL520,52.917083,-4.240999
LL535,52.882974,-4.414138
LL536,52.921842,-4.336069
LL537,52.831019,-4.563385
LL538,52.876689,-4.584523
LL539,52.880656,-4.423314
LL545,53.079675,-4.313926
LL546,53.053678,-4.278748
LL547,53.071498,-4.246130
LL551,53.141407,-4.274270
LL552,53.140285,-4.248164
LL553,53.145174,-4.131572
LL554,53.118933,-4.130811
LL559,53.140285,-4.248164
LL564,53.189529,-4.206776
LL571,53.230540,-4.114341
LL572,53.233019,-4.122614
LL573,53.178117,-4.058321
LL574,53.231220,-4.109025
LL579,53.221603,-4.138039
LL588,53.263828,-4.090102
LL595,53.229758,-4.161888
LL606,53.225380,-4.230223
LL615,53.226527,-4.196963
LL616,53.203191,-4.222931
LL625,53.207189,-4.370887
LL635,53.193078,-4.463213
LL645,53.230598,-4.520390
LL651,53.308326,-4.635033
LL652,53.304957,-4.618016
LL653,53.270264,-4.558075
LL654,53.370696,-4.539166
LL660,53.382130,-4.397512
LL669,53.379044,-4.386052
LL670,53.413225,-4.450986
LL680,53.378762,-4.423686
LL689,53.403977,-4.313878
LL699,53.389695,-4.315976
LL709,53.366455,-4.297293
LL717,53.329575,-4.380720
LL718,53.330355,-4.377670
LL728,53.342679,-4.246108
LL738,53.332485,-4.251249
LL748,53.321552,-4.247010
LL757,53.271041,-4.236364
LL758,53.281425,-4.218786
LL768,53.298452,-4.258102
LL777,53.268113,-4.266385
LL778,53.282849,-4.279107
LL779,53.253028,-4.309872
LL787,53.326034,-4.290735
LL788,53.319058,-4.259551
LN105,53.214629,-0.253019
LN106,53.152114,-0.210842
LN11,53.233672,-0.548039
LN110,53.401508,0.042740
LN111,53.367022,-0.006694
LN117,53.373076,0.015537
LN118,53.251802,0.055867
LN119,53.365263,-0.007437
LN12,53.257728,-0.557673
LN121,53.344946,0.247988
LN122,53.304314,0.278498
LN129,53.255823,0.167360
LN13,53.238399,-0.541256
LN130,53.260156,0.172782
LN133,53.255849,0.167363
LN139,53.262176,0.183770
LN14,53.276000,-0.664000
LN15,53.264000,-0.648000
LN21,53.232144,-0.537753
LN22,53.244946,-0.528310
LN23,53.304305,-0.478230
LN24,53.247137,-0.504284
LN25,53.230023,-0.513106
LN34,53.245445,-0.453961
LN35,53.309878,-0.387104
LN41,53.198499,-0.485468
LN42,53.189388,-0.536903
LN43,53.080184,-0.392313
LN44,53.082007,-0.181590
LN50,53.076692,-0.544190
LN55,53.224064,-0.545233
LN57,53.224988,-0.543577
LN58,53.224000,-0.528000
LN59,53.167634,-0.543597
LN60,53.216055,-0.575084
LN63,53.206509,-0.612459
LN64,53.221145,-0.650754
LN65,53.233760,-0.618245
LN67,53.207823,-0.563947
LN68,53.184851,-0.574232
LN69,53.181039,-0.583263
LN76,53.477281,-0.387754
LN82,53.422000,-0.520000
LN83,53.384206,-0.362238
LN85,53.292776,-0.273313
LN86,53.359000,-0.186000
LN89,53.390896,-0.343454
LN95,53.260848,-0.142017
LN96,53.259251,-0.008501
LN99,53.208995,-0.116496
LS101,53.787139,-1.540560
LS102,53.774749,-1.537523
LS103,53.752778,-1.529346
LS104,53.744925,-1.546401
LS109,53.768912,-1.530805
LS11,53.796304,-1.564126
LS110,53.782966,-1.559271
LS111,53.785422,-1.550306
LS115,53.763771,-1.550628
LS116,53.777150,-1.554294
LS117,53.767730,-1.556532
LS118,53.763951,-1.567843
LS119,53.786410,-1.554939
LS12,53.798103,-1.549745
LS121,53.792560,-1.572650
LS122,53.811234,-1.608984
LS123,53.797110,-1.602117
LS124,53.785665,-1.601147
LS125,53.786785,-1.611033
LS126,53.778614,-1.602319
LS129,53.792767,-1.596329
LS13,53.800130,-1.548144
LS131,53.824021,-1.664298
LS132,53.818504,-1.628313
LS133,53.808295,-1.649603
LS134,53.798647,-1.630280
LS139,53.813479,-1.625047
LS14,53.796304,-1.564126
LS141,53.837583,-1.469602
LS142,53.837107,-1.459746
LS143,53.835153,-1.435504
LS145,53.820720,-1.447425
LS146,53.813871,-1.477465
LS149,53.827207,-1.456819
LS15,53.797969,-1.545450
LS150,53.793839,-1.478002
LS154,53.825997,-1.386663
LS155,53.816251,-1.443215
LS157,53.799635,-1.465420
LS158,53.802756,-1.446279
LS159,53.791780,-1.440018
LS16,53.796304,-1.564126
LS160,53.845902,-1.606487
LS165,53.833925,-1.594019
LS166,53.852939,-1.606255
LS167,53.859453,-1.625153
LS168,53.846756,-1.585261
LS169,53.889541,-1.607098
LS17,53.795990,-1.540203
LS170,53.944349,-1.580775
LS171,53.851330,-1.533689
LS175,53.835338,-1.544711
LS176,53.843959,-1.528629
LS177,53.858284,-1.556549
LS178,53.852276,-1.520509
LS179,53.873300,-1.490292
LS18,53.799655,-1.544187
LS184,53.834564,-1.639674
LS185,53.839304,-1.643676
LS19,53.796304,-1.564126
LS196,53.854884,-1.679999
LS197,53.861873,-1.692611
LS199,53.863290,-1.691476
LS208,53.870032,-1.729187
LS209,53.874170,-1.693053
LS211,53.898367,-1.607167
LS212,53.933338,-1.755965
LS213,53.899586,-1.703414
LS219,53.904756,-1.691733
LS224,53.920300,-1.412019
LS225,53.905457,-1.415029
LS226,53.928099,-1.384269
LS227,53.940728,-1.388226
LS229,53.930219,-1.384314
LS23,53.801189,-1.548059
LS236,53.894466,-1.348775
LS237,53.919440,-1.333313
LS240,53.885654,-1.265525
LS248,53.889635,-1.253709
LS249,53.827626,-1.229423
LS251,53.789641,-1.384977
LS252,53.789023,-1.371613
LS253,53.830320,-1.342416
LS254,53.788967,-1.326457
LS255,53.777879,-1.251185
LS256,53.797264,-1.256366
LS257,53.776262,-1.380650
LS259,53.787521,-1.231919
LS260,53.758438,-1.504195
LS261,53.786458,-1.406196
LS268,53.766019,-1.417165
LS269,53.736872,-1.393556
LS27,53.796992,-1.538689
LS270,53.734372,-1.585548
LS271,53.743594,-1.599256
LS277,53.758043,-1.614256
LS278,53.744608,-1.580308
LS279,53.749470,-1.609315
LS28,53.804000,-1.545000
LS280,53.795666,-1.664738
LS285,53.811004,-1.676506
LS286,53.803229,-1.666544
LS287,53.797860,-1.675286
LS288,53.785912,-1.664314
LS289,53.785244,-1.656730
LS29,53.809000,-1.550000
LS290,53.945322,-1.885974
LS291,53.923375,-1.820084
LS296,53.893694,-1.744251
LS297,53.911694,-1.742817
LS298,53.922019,-1.798819
LS299,53.923571,-1.838295
LS31,53.800447,-1.559012
LS42,53.804453,-1.581002
LS52,53.816586,-1.591103
LS53,53.796304,-1.564126
LS61,53.806825,-1.570485
LS62,53.813410,-1.557190
LS63,53.821667,-1.591919
LS64,53.833654,-1.568160
LS69,53.811136,-1.538065
LS71,53.806434,-1.537918
LS72,53.807431,-1.535037
LS73,53.812969,-1.538028
LS74,53.812801,-1.529525
LS79,53.811138,-1.537957
LS81,53.836836,-1.525305
LS82,53.826828,-1.502082
LS83,53.814914,-1.498746
LS84,53.826750,-1.507142
LS85,53.812000,-1.522000
LS888,53.765303,-1.501460
LS89,53.807321,-1.524818
LS90,53.791342,-1.515117
LS91,53.827163,-1.456774
LS96,53.811000,-1.489000
LS97,53.802000,-1.528000
LS98,53.796572,-1.532591
LS981,53.773727,-1.517535
LS983,53.791062,-1.549000
LS984,53.791062,-1.549000
LS99,53.796246,-1.509534
LS992,53.765715,-1.500514
LS993,53.806853,-1.683675
LS998,53.765306,-1.501460
LU11,51.885361,-0.440595
LU12,51.880000,-0.418000
LU13,51.872415,-0.412253
LU14,51.858853,-0.413456
LU15,51.875672,-0.437982
LU19,51.879976,-0.422926
LU20,51.882551,-0.401885
LU27,51.902888,-0.402413
LU28,51.896700,-0.368624
LU29,51.882000,-0.377000
LU31,51.891900,-0.423701
LU32,51.912604,-0.442298
LU33,51.917681,-0.456431
LU34,51.921000,-0.435000
LU39,51.879978,-0.422926
LU40,51.904151,-0.494093
LU48,51.894565,-0.450363
LU49,51.903873,-0.469754
LU54,51.878146,-0.500976
LU55,51.907157,-0.500665
LU56,51.959003,-0.493653
LU57,51.919135,-0.504211
LU61,51.881705,-0.537234
LU62,51.864299,-0.582985
LU63,51.882707,-0.517519
LU69,51.887761,-0.523993
LU70,51.899200,-0.732421
LU71,51.919635,-0.663154
LU72,51.915844,-0.686661
LU73,51.923064,-0.658718
LU74,51.908836,-0.641930
LU76,51.908030,-0.656942
LU79,51.876430,-0.645666
M11,53.483402,-2.233806
M110,53.475510,-2.191336
M111,53.474155,-2.162312
M112,53.476614,-2.177434
M113,53.479804,-2.206227
M114,53.488002,-2.171694
M12,53.475152,-2.229210
M120,53.467355,-2.218745
M124,53.460763,-2.202730
M125,53.469559,-2.187993
M126,53.482216,-2.209719
M13,53.479831,-2.235097
M130,53.450600,-2.201538
M139,53.461197,-2.231259
M14,53.478157,-2.240994
M140,53.439356,-2.221205
